date,ele_pro,ele,operating reserve,rate,emp,people_use,NuclearOne#1(萬瓩),NuclearOne#2(萬瓩),NuclearTwo#1(萬瓩),NuclearTwo#2(萬瓩),NuclearThree#1,NuclearThree#2,LinKou#1,LinKou#2,LinKou#3,TaiZhong#1,TaiZhong#2,TaiZhong#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,XingDa#1,XingDa#2,XingDa#3,XingDa#4,DaLin#1,DaLin#2,HePing#1,HePing#2,MaiLiao#1,MaiLiao#2,MaiLiao#3,Cogeneration,DaTan (#1-#6),TongXiao (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,Island,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,水里,其他小水力,風力發電,Solar,TMax_TPE,TMin_TPE
20190102,30047,28148,1899,6.75,323.08,221.864,0,0,98.5,98.6,94.3,0,76,76,0,53.3,0,0,52.1,52.7,52.3,51.9,0,0,0,33.1,33,42.2,52.6,75.6,76.4,60,60.3,56.8,0,57.1,104.4,243,135.8,151.1,101.9,91.7,92,49.5,60.1,53.3,56.5,66.5,102.4,41.1,0,11,3.4,3.2,2.5,2.2,1.2,1,0,0,29.9,52.3,0,1.2,2,2.1,0,23.4,18.2,15.7,18.2,15.7
20190103,30343,28452,1891,6.65,336.597,231.146,0,0,98.7,98.6,94.1,0,75.9,75.9,0,53.3,0,0,52,52.7,52.2,51.9,0,0,0,28.2,28.1,37.8,52.6,75.8,76.4,59.9,49.3,56.8,0,57.1,104,261.6,129,147.5,93.8,91.6,92,49.2,60.2,53.4,56.3,66.5,104,86.9,0,10.9,3.1,1.4,2.5,2.2,1.1,2.4,1.9,0.5,14.3,65.5,0,1.4,1.2,2,0.1,24.1,20.0,17.1,20.0,17.1
20190104,30301,28490,1811,6.36,339.02,232.81,0,0,98.7,98.4,94.1,0,76,76,0,53.2,0,0,52.3,52.8,52.2,51.9,0,0,0,32.7,33.1,38.4,52.6,75.6,76.4,60.2,0,56.8,0,57.1,106.9,315.1,147.8,160.6,87.6,91.6,92,49,60.2,53.6,56.6,66.6,103.1,75.2,0,11.4,3.9,3.7,2.5,2.2,1.2,1,3.4,1,18.1,52.3,0,1.4,1.4,0,0,19.3,28.6,19.2,28.6,19.2
20190105,27957,26054,1903,7.3,315.825,216.882,0,0,98.7,98.6,94.1,0,75.7,75.8,0,53.1,0,0,52.2,52.9,52.2,51.8,28.1,0,0,28.2,28.1,32.8,52.7,75.8,76.5,57.5,0,56.8,0,57.1,40.6,264.4,146.4,161.3,106.2,88.7,46.1,0,60.1,53.2,55.8,68.6,102.3,13.1,0,11.3,0.3,1.2,2.2,1.8,0.8,0.9,1.8,0.7,30.4,57.6,0,1.3,3,2.9,0,23.9,22.4,18.8,22.4,18.8
20190106,26950,24617,2333,9.48,295.08,202.637,0,0,98.6,98.5,94.2,0,75.7,75.6,0,53.1,0,0,52.4,52.8,52.3,52,40.8,0,0,28.3,28.1,32.8,52.6,75.8,76.6,57.4,0,56.8,0,57.1,38.4,273.3,135.4,157,96.9,56.9,46.1,0,0,53.3,56.2,0,103.8,13.1,0,11.3,3.3,0.9,2.3,1.8,0.8,0.9,0,0.4,31.4,65.6,0,1.2,3,3,0,23.1,19.3,16.7,19.3,16.7
20190107,30336,28536,1800,6.31,330.919,227.247,0,0,98.6,98.5,94.1,0,75.7,75.6,0,53.1,0,0,52.3,52.9,52.3,52.1,55.2,0,0,47.8,47.8,37.4,52.5,75.8,76.4,60.1,0,56.7,0,57.1,57.8,311.6,137.3,161.1,95.7,91.7,46.1,48.6,60.2,53.3,55.9,68.6,103.6,87.8,0,11.1,3.2,0.7,0,1.3,0.6,2,0,0.4,28.4,63,0,1.2,3,2.7,0.2,23.1,24.0,17.7,24.0,17.7
20190108,30562,28719,1843,6.42,340.713,233.974,0,0,98.5,98.4,94.2,0,75.7,75.6,0,53.6,0,0,52.1,52.6,52.2,52.2,50.1,0,0,47.8,47.2,52.5,52.7,75.8,76.5,0,0,56.7,0,57.1,59.4,309,137.2,166.1,95.7,91.6,92,48.8,60.1,53.2,55.7,68.6,103.3,84.3,0,11.2,3.2,1.6,0,1.3,0.5,2,1.6,0.4,17.2,63.3,0,1.1,1.2,2,0.1,24.8,21.4,18.1,21.4,18.1
20190109,30595,28641,1954,6.82,339.42,233.086,0,0,98.6,98.5,94.3,0,75.7,75.6,0,53.1,0,0,52,52.4,52.2,52.2,52.5,0,0,32.7,45.9,49.4,52.5,75.8,76.4,0,0,56.8,0,57.1,54.1,333.4,143.8,143.7,98.6,91.7,92,48.9,60.2,53.3,55.9,66.3,101.7,86.8,0,11.6,3.3,2.1,0,1.7,0.4,4,3.9,1.3,29,59.7,0,1.1,3,2.5,0,25.2,20.6,16.8,20.6,16.8
20190110,30853,29006,1847,6.37,345.741,237.426,0,0,98.5,98.4,94.2,0,75.7,75.5,0,53.5,0,0,52.2,52.5,52.3,52.5,52.5,0,0,32.9,37.8,52.3,52.6,75.6,76.4,0,0,56.9,0,57.1,52.6,384.2,149.7,146.1,99.5,91.7,92,48.8,60.4,53.6,56.1,68.7,103.3,103.6,0,11.5,0,1.9,0,1.6,0.7,4.1,3.4,1.1,29.1,48.5,0,1.1,3,2,0.1,25.5,28.3,20.5,28.3,20.5
20190111,30682,28798,1884,6.54,345.312,237.131,0,0,98.6,98.5,93.4,0,75.6,75.5,0,53.1,0,0,52.1,52.5,52.2,52.4,52.1,0,0,28.4,28,52.2,52.5,75.6,76.2,0,0,56.9,0,57,55.4,350,150,142.5,95.4,91.7,91.6,48.2,60.2,53.4,55.6,67.6,99.1,95.3,0,10.9,0,1.4,0,2.2,0.9,0.4,3.1,1.1,10.4,44,0,1.1,0.8,0,0,12,27.1,20.4,27.1,20.4
20190112,28402,25905,2497,9.64,316.377,217.261,0,0,98.4,98.3,94.2,66.6,75.9,75.8,0,53.1,0,0,52,52.5,52.7,52.3,52.5,0,0,33,48,51.5,52.7,75.8,76.3,60.1,0,56.9,0,57.1,37.9,248.9,138.2,134.4,83.7,79.8,42,49.5,0,53.2,55.7,66.4,51.9,13.6,0,10.1,3.5,2.3,0,1.8,0.8,2.2,2.3,0.7,14.8,49.4,0,1.1,1.9,2.1,0,23,21.2,18.1,21.2,18.1
20190113,27027,24629,2398,9.74,295.069,202.629,0,0,98.4,98.3,94.3,93.9,76,75.6,0,53,0,0,52.3,52.5,52.7,52.3,53.4,0,0,33.1,33.1,19.3,52.5,75.6,76.3,56.5,0,47.1,0,57.1,34.5,257.5,132.8,152.7,85.6,88,45.9,49.1,0,0,56,0,51.1,13.8,0,11.3,3.6,2.5,0,2.4,0.8,2.2,4.3,1.6,15.5,50.6,0,1.1,0.7,1.8,0.1,21.7,20.4,17.9,20.4,17.9
20190114,30093,28348,1745,6.16,330.529,226.979,0,0,98.5,98.4,94.3,94.3,75.8,75.6,0,53.3,0,0,51.8,52.5,52.8,52.4,53.5,0,0,33.2,47.8,19.4,51.8,75.7,76.3,59.7,0,46.4,0,57.2,48.1,256.4,133.3,154.3,85.2,91.7,92,48.4,60.2,53.3,55.9,66.4,104.1,54.3,0,10.2,0,1.7,0,2.3,1.5,4.2,3.8,1.3,20.1,67.8,0,1.1,3,2.1,0,18.6,22.5,17.4,22.5,17.4
20190115,30731,28887,1844,6.38,341.979,234.843,0,0,98.5,98.3,94.4,94.3,75.7,76,0,53,0,0,52,52.6,52.7,52.4,53.5,30.9,0,45.4,44.2,18.6,34.3,75.8,76.5,59.9,0,0,0,57.1,55.4,273.6,140.6,151.2,87.3,91.7,91.8,48.8,60.2,51,53.4,67.7,102.1,90.2,0,10.2,4,2.5,0,1.9,0.9,4.2,3.7,1,33.9,41.4,0,1.1,1.8,2.2,0,20.9,23.1,18.2,23.1,18.2
20190116,30498,28649,1849,6.45,338.771,232.64,0,0,98.4,98.2,94.3,94.4,75.9,76.1,0,53.3,0,0,52.1,53.2,52.5,52.3,53.5,46.7,0,28.7,28.2,17.2,51,75.8,76.4,60,0,56.9,0,53,53.7,257.4,141.2,148.9,87.9,91.7,88,49.6,60.2,0,56.6,66.3,98.4,88,0,11.1,3.3,2,0,1.6,0.7,4.2,4.3,1.5,30.6,50,0,1.1,2,1.8,0.1,24.8,18.2,15.5,18.2,15.5
20190117,30328,28395,1933,6.81,337.237,231.587,0,0,98.4,98.3,94.3,94.4,75.9,0,0,53.2,0,0,52.2,53.1,52.5,52.2,53.4,52.4,0,33.1,33,37.5,52.5,75.6,76.3,59.9,0,56.8,0,0,51.6,290.3,139.9,147.1,81.8,86.6,92.1,49.6,60.1,54.1,56.8,66.3,105.8,81,0,11.2,2.6,1.6,0,1.6,0.7,4.2,3.4,1,14.9,48.8,0,1.2,3,2.1,0,26,16.4,14.8,16.4,14.8
20190118,29691,27756,1935,6.97,333.578,229.073,0,0,98.5,98.4,94.3,94.4,75.9,0,0,53.1,0,0,52.2,53.2,52.5,51.9,53.7,52.4,0,28.8,28.1,42.2,52.5,75.8,76.4,59.8,0,56.9,0,0,52.9,282.9,149.2,137,72.5,91.7,91.9,48.2,60.2,51.3,53.6,66.4,101,88.5,0,11.1,0,1,0,1.6,0.8,4.2,5.9,2.2,22.2,31.9,0,1.1,0.7,2.2,0,27.7,22.0,15.3,22.0,15.3
20190119,28431,26477,1954,7.38,323.444,222.114,0,0,98.6,98.5,94.4,94.5,75.8,0,0,53.1,0,0,52,53.2,52.5,51.9,53.7,52.3,0,29.7,28.7,38.3,27.1,75.9,76.4,60.1,0,56.9,0,0,52.5,259.8,127,151,73.5,77.4,45.7,48.9,60.2,53.8,56.2,66.4,103.9,53.5,0,10.8,4.2,1.2,0,1.5,0.7,4.2,5.2,2,21.4,60.8,0,1.1,2,1.8,0,26.2,23.6,14.9,23.6,14.9
20190120,27138,24539,2599,10.59,293.809,201.764,0,0,98.6,98.5,94.3,94.5,75.9,0,0,53.7,0,0,51.9,52.8,52.4,52.1,53.7,51.6,0,29.4,28.8,38.3,27.1,75.8,76.4,56.4,0,56.8,0,0,44.3,284.1,133.6,152.1,83,67.9,45.8,30.1,0,50.9,55.6,0,49.2,14.1,0,10.1,3.2,2.3,1.5,1.4,1,2.2,3.8,1.1,16.1,66.7,0,1.1,0.8,2.9,0,27.8,23.0,15.4,23.0,15.4
20190121,29654,27739,1915,6.9,324.539,222.866,0,0,98.6,98.5,94.5,94.4,76,0,0,53.6,0,0,52.1,53.3,52.4,51.9,53.7,52.3,0,29.4,28.2,38.3,37.3,75.6,76.2,60,0,56.8,0,0,123.6,276.9,139.6,137.6,62.1,36.2,92,49.6,60.2,54.2,56.8,66.4,98.7,53.2,0,10.8,0.9,1.8,2.3,2.1,1.1,4.4,4.2,1.4,29.3,46.5,0,1.8,3.3,3.1,0,31.3,16.2,14.3,16.2,14.3
20190122,30061,28140,1921,6.83,334.246,229.532,0,0,98.5,98.5,94.5,94.4,75.9,0,0,53.6,0,0,52,53,52.4,51.9,52.7,52.3,0,28.6,28.2,52.6,37.6,75.8,76.4,59.7,0,56.8,0,0,115.7,287.2,138.3,143.6,62.1,48.5,92.1,50.5,59.9,50.3,56.9,66.3,106,83,0.3,11.1,3.2,1.6,2.3,2.1,1.1,4.3,2.8,0.9,29,47.9,0,1.3,1,1.8,0,26.9,15.5,12.6,15.5,12.6
20190123,29776,27838,1938,6.96,333.761,229.199,0,0,98.6,98.5,94.5,94.5,76,0,0,53.2,0,0,52.2,53,52.4,52,53.7,51.4,0,29.1,0,44.9,34.9,75.8,76.4,59.8,0,56.8,0,0,115.4,282.4,132.9,132.6,70.9,91.6,83.4,48.5,60,45.1,45.5,66.5,98.2,86.2,0,11.3,3.7,2.5,1.9,1.7,1,2.2,4.5,1.4,32.5,51.2,0,1.2,3,1.8,0,29.3,18.2,11.9,18.2,11.9
20190124,29735,27863,1872,6.72,334.577,229.76,0,0,98.5,98.5,94.5,94.6,75.9,0,0,53.3,0,0,52.2,52.9,52.4,51.9,53.7,51.7,0,29.6,0,47.1,37.3,75.6,76.3,60,0,56.9,0,0,114.8,288.7,140.3,132.2,67.5,91.6,91.9,48.5,60,45.3,55.9,66.4,104.4,86.3,0,10.9,0,1,2,1.8,0.9,2.2,3.5,0.8,13.5,59.5,0,1.1,3,2.6,0,26,21.1,16.2,21.1,16.2
20190125,29202,27296,1906,6.98,332.047,228.022,0,0,98.5,98.4,94.5,94.5,75.7,0,0,53.3,0,0,51.8,3,52.4,51.8,53.7,49.6,0,29.7,0,47.1,37.3,75.8,76.2,60.1,0,56.8,0,0,104.9,301.2,140.2,143.3,61,91.6,85.6,44.2,60,45.1,45.6,66.3,102,89.9,0,10.6,3.6,2.6,2,1.8,0.9,2.2,4.3,1.6,15.8,53.7,0,1.1,2,2.5,0,27.4,23.5,15.4,23.5,15.4
20190126,27817,25282,2535,10.03,307.745,211.333,0,0,98.5,98.5,94.6,94.6,75.7,0,0,53.4,0,0,52.2,0,52.4,51.8,53.7,49.6,0,33.1,0,47.1,37.4,75.8,76.5,59.6,0,56.8,0,0,51.4,319.5,127.5,142.4,71.6,30.7,43.8,46.2,59.9,0,56.5,66.5,98.5,13.2,0,10.6,3.2,2.1,2,1.8,0.8,2.1,2.3,0.7,28.8,63,0,1.1,2.5,2.9,0.2,26.9,17.9,14.1,17.9,14.1
20190127,26506,24414,2092,8.57,291.033,199.857,0,0,98.6,98.5,94.6,94.6,75.7,0,0,52.4,0,0,52,20.9,51.4,52.3,53.5,50,0,28.6,0,52.4,37.5,75.8,76.4,56.4,0,47.1,0,0,48.6,335.9,133.8,169.6,70.9,76.3,46.1,48.1,0,54,48.7,0,52.6,13.7,0,10.6,0,1.1,2,1.8,0.8,2.2,3.9,1.2,18.1,66.5,0,1.1,2,0,0,26.2,17.5,14.3,17.5,14.3
20190128,29363,27557,1806,6.55,322.911,221.749,0,0,98.6,98.5,94.5,94.5,75.7,0,0,53,0,0,52,0,52.5,52.2,53.4,52.3,0,33.2,0,52.3,37.4,75.8,76.4,59.7,0,57,0,0,117.3,296.4,143.3,142.9,65.3,76.3,91.9,48.7,60,47.9,56.3,66.5,104.3,89.6,0,10.4,3.7,2.7,2,1.8,0.9,4.2,4.3,1.4,15.1,45.6,4.8,1,2.5,2.2,0,28.1,23.4,12.6,23.4,12.6
20190129,29690,27858,1832,6.58,331.844,227.883,0,0,98.7,98.6,94.6,94.5,75.6,0,0,53.1,0,0,52.1,53.8,52.5,52.3,53.4,52.4,0,32.9,1.7,51.9,37.2,75.8,76.1,59.7,0,57,0,0,109.4,259.3,139.3,147.5,64.7,91.7,91.8,48.6,60,52.8,55.1,66.5,102.2,84.2,0,10.8,3.8,1.5,2,1.8,0.8,4.2,3.8,1.3,24,52.3,0,1,3,2.3,0.2,27.1,24.3,17.2,24.3,17.2
20190130,29570,27760,1810,6.52,331.523,227.663,0,0,98.6,98.6,94.5,94.5,75.7,0,0,53.1,0,0,52.2,53.9,52.5,52.2,53.3,52.4,0,33.2,39.1,52.4,27.7,75.8,76.4,59.8,0,57,0,0,113.8,263.1,141.8,151.5,75.9,78.7,92,0,60,53.8,55.9,66.4,101.8,82.4,0,10.8,2.5,1.5,2.1,1.8,0.9,4.2,3.9,1.4,15.4,66.8,0,1,2.5,2.2,0,25.2,26.9,16.6,26.9,16.6
20190131,29071,27181,1890,6.95,326.577,224.266,0,0,98.7,98.7,94.4,94.6,75.7,0,0,53.1,0,0,52.3,53.8,52.4,52.2,53.4,51.9,0,33,41,42.2,26.6,75.6,76.4,59.8,0,57,0,0,108.6,277.3,139,106.4,72,89.5,43.6,46.1,60,46,53.3,67,99,83.9,0,10.7,3.3,1.5,2.1,1.8,0.8,0.9,3.2,1,20.5,30.4,0.5,1,2.5,1.8,0,25,27.8,15.0,27.8,15.0
20200101,28125,25335,2790,11.01,301.704,206.75,0,0,98.4,98.9,94.8,94.5,75.9,76.4,76,47.2,0,0,0,0,28,27.9,28.9,47.6,28.3,0,30.4,0,32.5,0,72.4,57.4,38,0,36.7,57.2,68.5,312.2,188.7,178.2,81.2,89.3,92,23.7,0,54.3,56.6,0,52.9,28.5,0.1,11.1,3.2,2.4,2.4,2.4,1.3,1.8,6.4,2.8,44,85.6,4,0.9,2.4,2.9,0,21.7,17.1,14.5,17.1,14.5
20200102,31303,28223,3080,10.91,330.461,226.457,0,0,98.4,98.9,94.8,94.4,75.9,76.4,76,42.7,0,0,0,0,28,27.9,29.1,51.5,28.3,0,30,0,32.6,0,72.4,60.1,60.2,0,36.8,57.2,115.5,287.7,185.6,179.8,81.2,92.3,92,23.9,41.9,54.1,56.3,0,53.1,30.1,0.1,11,0.9,1.3,2.4,2.4,1.1,1.7,3.4,1.6,50.7,48.5,3,0.8,2.1,3.1,0,22.9,25.8,16.4,25.8,16.4
20200103,31676,28292,3384,11.96,335.832,230.138,0,0,98.4,98.9,94.7,94.4,75.8,76.5,76,45.3,0,0,0,0,28,27.9,29.4,51.5,28.2,0,30,0,32.3,0,72.4,60.1,60.3,0,36.9,57.2,113.7,289.1,180.9,163.7,89,92.4,46.1,0,41.9,54,0,45.5,53.1,26.3,0,11.1,3.4,2.7,2.4,2.4,1.2,0.4,3,1.5,57.2,59.8,0.6,0.9,2,2.8,0,22.2,26.5,17.7,26.5,17.7
20200104,29219,25583,3636,14.21,312.093,213.87,0,0,98.4,98.9,94.7,94.4,75.9,76.4,76,47.6,0,0,0,0,27.9,28,28.6,47.7,28.3,0,30,0,32.5,0,72.4,58.4,58.4,0,36.8,57.1,70.3,291.6,171.4,153.4,95.3,92.4,46.1,49.8,0,0,55.8,1.1,48.5,30.2,0,10.4,2.9,3.5,2.2,2.2,1.2,0.3,2.8,1.3,32.4,82.8,2.5,0.9,2.1,2.1,0,21.6,26.9,16.0,26.9,16.0
20200105,27456,24761,2695,10.88,295.308,202.368,0,0,98.3,98.8,94.8,94.4,75.8,76.6,76,47.3,0,0,0,0,27.9,27.9,28.8,47.7,28.2,0,29.8,0,32.5,0,72.4,58,58,0,36.9,57.2,73.5,301.7,177.9,164.1,95.4,92.4,94.2,49.6,41.9,53.2,54.9,66.4,106,26.4,0,10.9,3.9,2.1,2.3,2.3,1,0.3,3.8,1.8,29.5,49.1,5,0.8,2.5,2.5,0,16,26.7,19.4,26.7,19.4
20200106,31653,28644,3009,10.51,332.374,227.768,0,0,98.3,98.8,94.7,94.4,75.8,76.1,76.2,47.4,0,0,0,0,27.9,27.9,28.8,47.5,28.2,0,30,0,32.4,0,71.5,60.2,60.3,0,36.9,57.2,130.2,307.8,203.4,153.4,95.4,92.3,92,49.5,64.7,53.3,55.8,68.6,106.2,26.4,0,11,2.8,1.8,2.3,2.3,1,0.9,2.6,1.4,25.4,47.2,0.5,0.9,0,3,0,20.3,27.7,17.7,27.7,17.7
20200107,32248,29144,3104,10.65,343.528,235.411,0,0,98.4,98.8,94.7,94.4,75.7,76.1,76.1,47.3,0,0,0,11.5,23.5,23.5,24.1,47.5,28.2,0,29.7,0,32.4,0,72.4,60.3,60.2,0,36.9,57.1,132.2,305.1,211.5,159.2,90,92.3,92,49.4,60.2,53.3,55.7,66.5,105.9,26.6,0,11.2,3,1.6,2.3,2.3,1,0.8,3.6,1.7,26.8,49.2,3,0.9,2.5,3.3,0,21.4,28.4,18.6,28.4,18.6
20200108,31779,28544,3235,11.33,340.649,233.438,0,0,98.4,98.9,94.8,94.4,75.8,76.1,76.2,47.3,0,0,0,0,25.9,24.5,28.6,47.5,33.2,0,28.8,0,32.8,0,72.4,60.1,60.3,0,36.9,57.1,128.3,283.5,206.1,153.8,95.5,91.1,91,49.1,64.8,53.1,55.4,68.7,105.5,26.6,0,11.1,3.6,2.1,2.4,2.3,1.1,0.8,3.3,1.6,14.9,31.8,3,0.9,2,1.8,0,21.6,22.0,16.5,22.0,16.5
20200109,31861,28730,3131,10.9,340.817,233.553,0,0,98.5,98.9,94.8,94.4,75.8,76.2,76.1,47.5,0,0,0,6.6,23.3,23.5,28.6,47.6,28.2,0,29.9,0,32.4,0,71.4,60.2,60.3,0,36.9,57.2,115.6,304.2,212.5,161.6,90.1,92.3,91,49.5,60,53.2,55.8,66.4,106,26.9,0,10.8,1.2,1.3,2.4,2.3,1.1,0.4,3.3,1.6,15.1,46.9,0.9,0.9,0.8,2.5,0,21.8,23.9,16.6,23.9,16.6
20200110,31774,28476,3298,11.58,341.671,234.138,0,0,98.4,98.9,94.8,94.5,75.8,76.1,76.1,47.5,0,0,0,30.6,23.3,23.5,0,42.8,23.2,0,29.9,0,32.4,0,71.4,60.2,60.2,0,36.8,57.1,132.2,304.2,223.7,171.1,90,81.3,44.1,0,60,50.1,0,66.4,49.5,26.8,0,11,0,1.2,2.4,2.3,1.2,0.3,3.4,1.5,14.9,46.6,2,0.9,2,3,0,21.7,27.7,18.3,27.7,18.3
20200111,29193,25342,3851,15.2,307.068,210.426,0,0,98.4,98.9,94.8,94.5,75.8,75.9,76.1,51.3,0,0,0,29.4,27.9,28.1,0,49.6,23.3,0,29.9,0,32.4,0,71.3,60.2,60.3,0,36.8,57.1,57.4,273.3,203.9,152.3,88.8,86.8,46.1,0,0,0,56.4,0,53.2,26.9,0,10.9,3.2,2.2,2.4,2.3,1.2,0.4,2.6,1.3,30,63.5,0.6,0.9,2.1,1,0,18.7,24.4,17.5,24.4,17.5
20200112,27933,24842,3091,12.44,295.525,202.516,0,0,98.4,98.9,94.9,94.5,75.8,76.1,76.1,51.3,0,0,0,29.4,28.3,28.2,0,49.6,23.2,0,30.1,0,32.7,0,72.4,57.9,57.5,0,36.8,57.2,57.3,291.6,204.1,178.3,95,92.3,92,49.5,64.7,53.2,55.4,66.4,105.8,27,0,10.7,3.3,1.8,2.8,2.7,0.9,0.3,2.3,1.2,36.9,54.3,2,0.9,2,2.1,0,22,18.8,14.4,18.8,14.4
20200113,31804,28647,3157,11.02,331.244,226.994,0,0,98.4,98.9,94.7,94.5,75.8,76.1,76.1,49.5,0,0,0,40.9,23.2,23.5,0,46.7,23.2,0,29.8,0,32.4,0,72.3,60.2,60.2,0,36.9,57.2,94.1,298.1,214.5,169,95.1,92.3,92,49.6,64.7,53.1,55.4,68.8,105.2,27,0,11,3.3,1.8,2.4,2.2,1.5,0.9,2.4,1.3,15.4,57.8,5,0.9,3.1,2.4,0,21.6,19.9,13.9,19.9,13.9
20200114,32213,28801,3412,11.85,341.229,233.835,0,0,98.4,98.9,94.7,94.5,75.9,76.1,76.1,49.1,0,0,0,41,23,23.5,0,43.7,26.2,0,30,0,32.4,0,71.6,60.2,60.2,0,36.9,57.1,87.5,318.2,202,176.7,95.5,92.3,92,49.1,64.8,52.2,54,68.6,101.2,27,0,10.8,3,1.8,2.3,2.2,1.1,0.8,3,1.1,25.3,45.7,2.1,0.9,2.4,2.5,0,21.2,21.4,15.8,21.4,15.8
20200115,31817,28431,3386,11.91,341.208,233.821,0,0,98.4,98.9,94.6,94.4,75.9,76.2,76.2,48.9,0,0,0,30.8,29.8,28.9,0,44.3,28.9,5.5,30,0,29.3,0,71.9,60.1,60,0,36.9,57.2,82.1,314.5,227.7,152.5,95.5,92.2,92,48.8,64.7,52.5,54.5,68.7,101.5,43.3,0,11.2,0.5,2.3,2.4,2.6,1.2,0.3,2.4,1.2,15.5,66,0.5,0.9,0,0,0,12,20.7,16.4,20.7,16.4
20200116,31719,28714,3005,10.47,343.606,235.464,0,0,98.3,98.8,94.7,94.4,75.9,76.2,76.1,51.4,0,0,0,43.9,21.5,23.4,0,45.9,23.3,28.2,0,0,32.5,0,71.2,60.1,60.2,0,36.8,57.2,79.2,308.2,215.8,162.6,95.4,92.2,92,49.4,64.8,52.5,54.2,68.6,100.9,57.9,0,11.4,3.3,2,2.2,2.1,0.7,0.5,0.3,0,18,54.2,2.5,0.9,0.5,0,0,12,24.3,17.3,24.3,17.3
